Parent_1_Crop,Parent_2_Crop,Hybrid_Crop,Parent_1_A,Parent_1_T,Parent_1_G,Parent_1_C,Parent_2_A,Parent_2_T,Parent_2_G,Parent_2_C,GC_Content (%),SNP_Count,Yield_Potential (kg/ha),Drought_Resistance_Score,Disease_Resistance_Score
Finger Millet,Finger Millet,Teff,0.06865219548005151,0.49174116766977616,0.4082516433677149,0.031354993482457405,0.33398617755003895,0.1466283380174953,0.39866962465302697,0.12071585977943884,50.010774034569415,2875,2267.5512585016704,7,7
Pearl Millet,Pearl Millet,Sorghum,0.6137267776672617,0.2010654415100049,0.17071971162429853,0.014488069198434974,0.04405654275040483,0.5681432562021703,0.29873182794570063,0.08906837310172411,39.6893511166081,2863,2516.1502451132806,10,9
Teff,Teff,Amaranth,0.6966726055642787,0.009293750690530999,0.026937294400949583,0.2670963493442407,0.15668984488940027,0.27747327880044403,0.5355862242664583,0.03025065204369733,67.8148067677035,2765,1893.8997660608215,10,5
Finger Millet,Finger Millet,Fonio,0.8391433696491273,0.01679830732619834,0.12014559388648091,0.023912729138193298,0.13193035795629723,0.09262773765349723,0.07931701346313368,0.6961248909270719,61.29806482728596,683,2866.5663251309775,10,3
Finger Millet,Finger Millet,Fonio,0.09330067720115706,0.08505521648901217,0.3882395580539072,0.43340454825592356,0.4053057541029647,0.189946324209407,0.02038185830382465,0.38436606338380364,50.40185690732538,1165,2303.625192672691,5,3
Teff,Pearl Millet,Pearl Millet,0.11330358859103559,0.25725129523343593,0.24582993705556713,0.3836151791199613,0.2956249006874194,0.1929590668843705,0.3102830408391425,0.20113299158906767,47.51225753364106,2143,1044.275425019713,6,4
Pearl Millet,Finger Millet,Buckwheat,0.360860788876729,0.02908737541619215,0.04431939044264565,0.5657324452644332,0.010244108254336871,0.04731355161981312,0.49025065857687916,0.452191681548971,35.77285038936435,3369,3612.860998645983,2,3
Teff,Pearl Millet,Quinoa,0.06892149179662875,0.5567286765978229,0.023807774317624843,0.3505420572879235,0.03514299135348501,0.2125237471132905,0.6175567959056879,0.13477646562753673,60.933463799349646,897,1457.0524335085606,5,3
Teff,Finger Millet,Buckwheat,0.28799453337365594,0.18888297273527774,0.33854650093854166,0.18457599295252466,0.43576934570415,0.27430144580636434,0.12465406826100252,0.16527514022848308,57.08465813574793,3717,3354.4729067069197,7,5
Pearl Millet,Pearl Millet,Teff,0.6794747603060978,0.05951397534607536,0.2398007505327467,0.021210513815080226,0.04769231245969771,0.07670669267189098,0.7022967969948631,0.17330419787354814,44.398574473352625,4875,3525.7244388527884,6,10
Finger Millet,Finger Millet,Pearl Millet,0.45166868592886333,0.2770816011549246,0.22193419977367193,0.04931551314254026,0.24291252527112087,0.41930473582562305,0.2677934286360179,0.06998931026723833,51.924995186998274,3435,3495.78287114827,8,8
Finger Millet,Finger Millet,Finger Millet,0.17616421545478358,0.5308547807407523,0.09410228644134616,0.19887871736311788,0.6070058725453474,0.006270125030584999,0.09766094606771669,0.28906305635635093,66.17989917948682,1014,3747.7178556436434,8,7
Pearl Millet,Finger Millet,Finger Millet,0.29788026739862067,0.5233863460003862,0.14996655881803364,0.028766827782959317,0.1729103335394681,0.777067150660155,0.027451752346712696,0.02257076345366432,58.091553487655844,2791,1119.1916008886178,5,9
Finger Millet,Finger Millet,Buckwheat,0.5862299589212037,0.10611992597561141,0.2794085195004341,0.02824159560275091,0.3734320323412684,0.5231047614010161,0.05932504178247236,0.04413816447524299,45.72843241879705,3742,1742.4772425637375,4,8
Teff,Finger Millet,Pearl Millet,0.030995909254813263,0.10931355407646325,0.8414970125968589,0.018193524071864548,0.37885945755952616,0.5073869090643635,0.06081129265270603,0.0529423407234044,56.0516156653362,3093,4357.467667811512,3,10
Finger Millet,Teff,Sorghum,0.24801061039420405,0.18281944445355167,0.39578446150166924,0.17338548365057493,0.4926542795716967,0.012008064503656473,0.20471635375039413,0.2906213021742527,36.135128790990954,3469,3380.5115048033435,4,10
Pearl Millet,Finger Millet,Amaranth,0.5523993668229012,0.3907667565365211,0.018898335538717025,0.03793554110186067,0.04664662599977043,0.35891841267980956,0.09356654717423417,0.5008684141461858,69.5856552224109,1795,3837.422519926657,2,6
Finger Millet,Pearl Millet,Sorghum,0.716335508666185,0.13557014875796988,0.130247396042105,0.01784694653374027,0.25156892834538447,0.13652785220877597,0.2840693292805356,0.3278338901653039,34.743857904389685,2628,3056.2596285464924,1,10
Finger Millet,Finger Millet,Teff,0.1414918190627557,0.4966728682476073,0.19697648394251197,0.16485882874712499,0.35710001369678523,0.4577772860060376,0.06456927523709163,0.12055342506008551,48.36855594881317,4312,3802.419787185272,1,4
Finger Millet,Pearl Millet,Finger Millet,0.15598443138001067,0.12247375189146771,0.5570936810661004,0.1644481356624214,0.20683347851567008,0.5120531430872596,0.10757778928249775,0.1735355891145725,51.33600141231071,3264,2549.962246442293,7,10
Finger Millet,Teff,Quinoa,0.07522036094469231,0.19954345394959547,0.5887396223007927,0.13649656280491962,0.40979817901684545,0.3084684788175758,0.14392315756570923,0.1378101845998696,40.33573782557942,2973,3446.984331388064,9,1
Finger Millet,Teff,Buckwheat,0.09003413081042518,0.8120627495112238,0.05907086993708483,0.038832249741266235,0.5585357944540247,0.11753862676007167,0.025825829213697128,0.29809974957220653,47.87238250613659,4531,3566.003916931767,3,10
Teff,Finger Millet,Buckwheat,0.1847286789981368,0.07621106988370652,0.02392018761011836,0.7151400635080383,0.07581898322805047,0.7096426204536299,0.07418317206024788,0.14035522425807184,36.061882431881024,2901,2910.50308243617,2,8
Teff,Pearl Millet,Pearl Millet,0.01173956159263169,0.2760342506397573,0.34926452176229655,0.36296166600531443,0.5687786484712064,0.055996553942594826,0.3394740496043308,0.03575074798186801,60.40989865707825,2725,1612.5443822216337,9,2
Finger Millet,Teff,Quinoa,0.24494990831728763,0.2770066545786303,0.33513385659314465,0.1429095805109375,0.8205500037843426,0.03033015862097183,0.14487521269501497,0.004244624899670488,62.22357705905032,3862,1894.9354835877484,9,1
Teff,Pearl Millet,Amaranth,0.4751861198030341,0.06660972621602722,0.1360637157697619,0.32214043821117677,0.11695179593290178,0.4150317947915491,0.15485892891060357,0.3131574803649456,46.41878803720966,1371,4664.149773856678,2,5
Teff,Teff,Amaranth,0.44253558518832925,0.42259579503646433,0.06096368576887989,0.07390493400632656,0.587296387891695,0.19799645149306566,0.17731741543285626,0.03738974518238301,60.4733648614841,1636,3582.0225623500974,8,4
Teff,Finger Millet,Buckwheat,0.07721940564879044,0.05480415586615537,0.8338326215364821,0.03414381694857208,0.17230332622269617,0.17241067518138437,0.38291897431214117,0.2723670242837783,36.480550992455385,3038,3695.8164837240115,2,7
Teff,Teff,Amaranth,0.11683703076995534,0.10843359968825952,0.061646452342333596,0.7130829171994516,0.12267827594590665,0.05802093626443119,0.07214043264829582,0.7471603551413663,68.67942706338967,4795,1898.380483671062,3,3
Teff,Finger Millet,Teff,0.09894500525112715,0.0022818609151524687,0.28544734025149504,0.6133257935822253,0.3679992754488815,0.37488202381292013,0.20785552601726962,0.04926317472092873,34.56305242196163,1445,1282.1608336569684,1,7
Pearl Millet,Teff,Buckwheat,0.02627825702289105,0.3339090084082961,0.378507899765673,0.2613048348031397,0.14299167477668945,0.11976007468003802,0.3592086443466425,0.37803960619662985,62.742775952524724,2555,3055.5066266687995,8,7
Teff,Teff,Amaranth,0.06397378949169788,0.35045194041584987,0.20364230942754077,0.3819319606649114,0.24912059003750406,0.13867429642805884,0.2216710161807371,0.3905340973537,34.794330336514385,2251,4166.021980809453,10,4
Pearl Millet,Finger Millet,Buckwheat,0.038454412738174404,0.351966566269871,0.4701093193567533,0.13946970163520134,0.04341083152656574,0.5521858422638902,0.16944390560054112,0.23495942060900285,69.50284460375865,3731,4899.28772313028,1,2
Pearl Millet,Pearl Millet,Amaranth,0.011901921656693695,0.5210645936860563,0.056496456127743476,0.41053702852950674,0.03753882370686338,0.20749573218563894,0.5386140858290768,0.21635135827842078,32.84355357913686,3594,3254.6746857760795,2,10
Finger Millet,Finger Millet,Buckwheat,0.07183004259791731,0.5794822426775843,0.2173309005194137,0.1313568142050846,0.12449429898213568,0.060983924120644836,0.1556406011210758,0.6588811757761436,57.397938239881384,1899,4690.552984544931,6,1
Teff,Finger Millet,Fonio,0.20708289557020643,0.24230467026107314,0.014045751777463178,0.5365666823912574,0.17292451364556186,0.4234644479184485,0.3434488251099166,0.06016221332607315,68.86068289521423,3267,1865.674095992627,7,5
Pearl Millet,Finger Millet,Teff,0.370248780525741,0.4017020498618725,0.18324100057993642,0.044808169032450156,0.08223313797237711,0.15541285518570053,0.6592319971174657,0.10312200972445683,63.56763417594081,1763,2263.173128109798,6,4
Teff,Pearl Millet,Fonio,0.2951848398976881,0.5090018348734427,0.13673667640491358,0.05907664882395574,0.48054689694045705,0.013712230250838385,0.3363306810215735,0.16941019178713113,30.815303650671378,2844,4052.936887944847,7,8
Finger Millet,Pearl Millet,Amaranth,0.13636659780145025,0.03312955828905392,0.33822134418913863,0.4922824997203571,0.4665550291978117,0.08277444433212884,0.033676978719791556,0.4169935477502679,46.069162573617405,1085,4577.109870600664,5,2
Finger Millet,Pearl Millet,Teff,0.026510192693128865,0.05057180202598009,0.16810657982758487,0.7548114254533063,0.3716881907919044,0.0036051992691276485,0.08820389068186567,0.5365027192571025,49.778011991108414,4035,1558.6767701994913,8,3
Finger Millet,Finger Millet,Sorghum,0.14114436933989064,0.6532023281391373,0.11815250801960386,0.08750079450136819,0.2111408819077317,0.037388714747395864,0.060679368570904606,0.6907910347739677,63.57194923998763,2765,2607.4596361842414,6,9
Finger Millet,Teff,Pearl Millet,0.09704289903166782,0.039084001627629456,0.3187005368834781,0.5451725624572247,0.03473037379846666,0.27178333297418805,0.5038769930229012,0.18960930020444397,68.54618889063198,1307,4480.522149962004,8,10
Teff,Finger Millet,Sorghum,0.23048498277588692,0.3267828888272529,0.2762028568440104,0.16652927155284977,0.261913521179341,0.2782772415664469,0.056514573731479674,0.4032946635227324,65.95078842440546,3192,4266.392557795567,8,6
Teff,Teff,Finger Millet,0.2104352979372976,0.2952956575319427,0.3613420366105886,0.13292700792017118,0.09231097382254926,0.24627361171713164,0.4119164218313649,0.24949899262895414,67.03652988423619,537,2547.2167478888223,6,1
Pearl Millet,Pearl Millet,Amaranth,0.5007054777970189,0.08261176403801303,0.06417040806061869,0.35251235010434934,0.4268614732993029,0.05049224379849264,0.4831578437548975,0.03948843914730698,44.215408756472456,1326,4557.780595709889,1,4
Finger Millet,Finger Millet,Fonio,0.06832101252448972,0.1573248038350717,0.09069414402411038,0.6836600396163282,0.4369093605411455,0.08779582744740703,0.06485962124950999,0.4104351907619376,44.666892123207134,2834,3476.2631748899985,7,9
Finger Millet,Teff,Finger Millet,0.08892415871460586,0.18446731118437668,0.20149587355692086,0.5251126565440967,0.23355467502787008,0.4878215341105451,0.19310729189005701,0.08551649897152781,62.05851651452723,857,1348.3218677107948,1,7
Teff,Teff,Pearl Millet,0.1614625299958455,0.5062634991356318,0.12615809546472664,0.20611587540379606,0.23989467931807168,0.026623066091481004,0.37836623829904525,0.35511601629140194,48.96033703775605,4906,2992.2043054573387,5,2
Pearl Millet,Finger Millet,Amaranth,0.15497954393990307,0.570892994790062,0.21368806354606443,0.06043939772397063,0.27006025726259864,0.23186354276749654,0.45576223350906714,0.04231396646083775,37.688710145405025,4388,2588.6040915987874,7,10
Pearl Millet,Teff,Quinoa,0.39248406551502435,0.06490476180373674,0.3031236888138018,0.23948748386743715,0.5335897863240567,0.03714104735195243,0.39485697212625015,0.03441219419774054,59.208131718676924,2447,1704.8428027260225,7,9
Pearl Millet,Teff,Fonio,0.006565285576959484,0.556697387455299,0.17075664858309816,0.26598067838464334,0.43565549397240794,0.1600896122863643,0.38697905535377725,0.017275838387450407,69.13502272486201,3213,1282.7030649220758,4,3
Teff,Teff,Sorghum,0.4466350030911683,0.13566874238506813,0.23505692503715758,0.18263932948660588,0.1414622399985365,0.1242259900258742,0.1483329012072541,0.5859788687683352,32.87477518018852,2394,3625.7539583875846,1,4
Finger Millet,Teff,Amaranth,0.5910513035074823,0.014101465750994363,0.18105121027883347,0.21379602046268992,0.4910714775986603,0.26498809767490533,0.028277357136139037,0.21566306759029535,43.83933132688721,1709,3701.6499310821573,7,6
Teff,Teff,Buckwheat,0.039079946832185526,0.8158089150894785,0.10992769747181164,0.03518344060652429,0.5445836228540301,0.0958158531036637,0.2278790896714088,0.13172143437089734,60.339703959557525,967,1936.0408079639337,1,3
Pearl Millet,Teff,Fonio,0.050614326514384,0.3145581098600979,0.022435650255388927,0.6123919133701291,0.36149229630330687,0.180188768705351,0.24735722301310087,0.21096171197824112,62.36239068801355,4915,2785.1961028577534,9,4
Finger Millet,Pearl Millet,Buckwheat,0.13356030313612394,0.3121035379199282,0.5174570430176559,0.03687911592629209,0.027296615909089373,0.17640492482387773,0.4048089183385624,0.39148954092847055,40.461031276642714,2867,2532.350251878248,9,10
Finger Millet,Teff,Buckwheat,0.1963361411735929,0.46772917726221075,0.15219396308024655,0.18374071848394985,0.0014344220009131128,0.49383396992513323,0.1154430471104834,0.38928856096347025,41.77429268525667,3827,4115.346722447028,3,3
Teff,Teff,Sorghum,0.014928567172868373,0.592555245755435,0.14118038964479168,0.251335797426905,0.15473344547775514,0.48807680638681583,0.1999218254813361,0.15726792265409298,54.71458672467804,3991,3086.2144222202483,5,5
Teff,Pearl Millet,Fonio,0.08061744883571423,0.25301339133380013,0.6581164639913644,0.008252695839121176,0.24911273560455194,0.091084818617453,0.5823104317410244,0.07749201403697081,38.59579408174713,1261,3058.7626088852703,2,4
Finger Millet,Finger Millet,Quinoa,0.28880811981252585,0.2359195896753824,0.4743672530576988,0.0009050374543929575,0.510088732602628,0.04353789364656726,0.10655017977469898,0.3398231939761058,37.74232637883479,2202,4478.531013064498,9,7
Pearl Millet,Teff,Buckwheat,0.0034264490582873596,0.028884854491777943,0.04774084042326937,0.9199478560266653,0.03120449345346127,0.21605076885446586,0.5541598901581996,0.19858484753387345,54.56856513531736,1978,3598.6011614227855,10,5
Finger Millet,Pearl Millet,Finger Millet,0.7052977546417678,0.259736905989503,0.006219704911553157,0.028745634457176216,0.42924859218434464,0.016945947721418046,0.04149848570818989,0.5123069743860474,51.88523907296094,4245,4777.811600240097,1,10
Pearl Millet,Finger Millet,Sorghum,0.16229025628944496,0.5272276254260123,0.1988546325622649,0.11162748572227783,0.12722052572985698,0.135153065774736,0.5621098146685298,0.17551659382687723,34.70898910342236,3135,1921.5461041727763,9,4
Pearl Millet,Pearl Millet,Finger Millet,0.03447172615739476,0.19290978656353364,0.28971485578384143,0.48290363149523025,0.02970117332942119,0.31757921868806144,0.16527048429407834,0.487449123688439,59.824057674573645,649,4571.914976263045,8,2
Teff,Pearl Millet,Teff,0.5757413670658122,0.1681751049434402,0.15422531518022364,0.10185821281052396,0.5721524278362438,0.22174554050237952,0.20174481579990344,0.004357215861473303,34.60074985307123,4611,1978.334602410962,3,4
Teff,Finger Millet,Buckwheat,0.2326552203752032,0.4070786438449968,0.14116106569614417,0.21910507008365573,0.023537571670018007,0.3954006719105844,0.37779400426483234,0.2032677521545651,64.57053437954309,4130,2170.549021535837,8,6
Pearl Millet,Pearl Millet,Finger Millet,0.5138011323625943,0.07872471991412627,0.040589601700804896,0.3668845460224745,0.3628749471142393,0.5721874793875792,0.04754703856089598,0.01739053493728532,54.771602806169824,3324,1598.66123258562,7,7
Finger Millet,Teff,Finger Millet,0.25145704660958834,0.5064779306726289,0.20698960928163748,0.03507541343614527,0.22088638503006228,0.16128539403614126,0.4513424258850898,0.16648579504870673,60.44979363667912,1327,2216.121712882242,6,6
Teff,Pearl Millet,Quinoa,0.44945704971370914,0.040967131866012675,0.5039359671307249,0.005639851289553442,0.007766181201442142,0.2936406026380453,0.6876499143948304,0.01094330176568201,51.564131114355035,3909,2206.9215183080773,10,10
Finger Millet,Pearl Millet,Pearl Millet,0.26535758800928944,0.42019966835710215,0.19547863357419343,0.11896411005941492,0.6679242880401909,0.015701726983633747,0.16232613690864187,0.15404784806753352,65.95095617228262,3134,3985.7856625089516,5,4
Teff,Teff,Fonio,0.006899953429779791,0.6903224643517292,0.23525820747379556,0.06751937474469556,0.10374486712496263,0.3846330682057737,0.15186990402830636,0.35975216064095716,64.39084269740152,4316,3430.3784318481025,7,7
Finger Millet,Pearl Millet,Teff,0.22379473040804815,0.41093972970255055,0.019717758505626466,0.34554778138377473,0.28217593719559925,0.20154329746557256,0.3196345383698542,0.19664622696897388,44.77640800959857,2553,3754.0881756844237,8,6
Teff,Pearl Millet,Teff,0.11315190300246104,0.16653438917532373,0.5646299698504483,0.15568373797176704,0.543945220239732,0.01644997605743123,0.3113327156032129,0.12827208809962382,69.7513228668904,3270,3525.948221581848,1,8
Pearl Millet,Pearl Millet,Finger Millet,0.03547338663055944,0.29623458478206394,0.428532985482463,0.23975904310491367,0.36742638614214806,0.07848055883238524,0.3952574236578132,0.15883563136765366,30.61181939499202,1682,1425.6672070883778,9,9
Teff,Pearl Millet,Finger Millet,0.05444554281189868,0.08648435083356212,0.6940730961761511,0.16499701017838833,0.20276637977105252,0.05353975456851937,0.7421338303749783,0.0015600352854498042,54.51231036401717,634,2289.5389669980523,6,4
Finger Millet,Pearl Millet,Fonio,0.15060223987479804,0.22141228558810977,0.4801939024444303,0.14779157209266203,0.24784027084885712,0.1596639182109204,0.42154799170754664,0.17094781923267593,62.9839416395022,4515,2854.6906911323113,8,7
Pearl Millet,Pearl Millet,Finger Millet,0.4318665211348688,0.30337982203989405,0.046008937424632926,0.21874471940060417,0.46876720185148624,0.32964350941871573,0.15837684209067504,0.04321244663912306,60.84746858078951,2225,4683.54428830938,5,4
Finger Millet,Finger Millet,Fonio,0.13856872857313973,0.04746637627943452,0.3849382341790851,0.4290266609683406,0.13845999517851373,0.19952506759290242,0.003020664005285529,0.6589942732232984,32.203520360105756,1389,2510.4234092769802,3,9
Teff,Pearl Millet,Finger Millet,0.42205601542971,0.13157276073308835,0.27442407270204555,0.17194715113515616,0.08917897005594827,0.4194150999884681,0.31034867235534563,0.18105725760023805,32.13992518760665,876,2993.4737366683858,3,7
Pearl Millet,Finger Millet,Fonio,0.130840618020548,0.19311334297131363,2.6866962298283155e-05,0.6760191720458403,0.6063287388034971,0.21919696892003096,0.12876121576738664,0.04571307650908509,38.748565957646534,2090,1485.2476926795478,9,7
Teff,Pearl Millet,Quinoa,0.3311784202435161,0.20343932755093128,0.4434890228688219,0.021893229336730654,0.09281487828020682,0.2908093583613442,0.0520924139514695,0.5642833494069796,40.07521387882825,2511,2008.2713710964535,2,1
Teff,Finger Millet,Teff,0.14600935767649972,0.16765595734000688,0.2987291591494676,0.38760552583402574,0.3249154164657437,0.10679280076559301,0.11740918243576373,0.4508826003328995,65.1516036557512,3613,4023.4469193531113,8,5
Pearl Millet,Teff,Fonio,0.4228158393793161,0.24404737201612098,0.14181960758235018,0.1913171810222128,0.004614979583866812,0.06126038125090517,0.3549517780662321,0.5791728610989959,33.53825722967916,2620,3419.8595046133996,6,4
Pearl Millet,Finger Millet,Buckwheat,0.17339496168563862,0.10511233714886314,0.443950593780195,0.27754210738530316,0.9553868360555793,0.02091403356593864,0.005574817342573866,0.01812431303590809,43.99544211298072,889,1175.3465619150693,3,3
Pearl Millet,Teff,Amaranth,0.6934700411175209,0.17091200254461444,0.05186551452295427,0.08375244181491026,0.04936354079957965,0.15637433249622568,0.6038371575245317,0.19042496917966292,34.70492472254662,3484,2013.4809164876715,6,3
Teff,Finger Millet,Buckwheat,0.006435197403847372,0.24441509861860122,0.20759512467536284,0.5415545793021884,0.09777402404553397,0.525479481900118,0.03561386664361969,0.34113262741072836,58.59436115162187,659,3481.323076682551,8,8
Teff,Teff,Quinoa,0.3174028786269402,0.25557260280779315,0.2656949452388486,0.16132957332641795,0.0517315550262455,0.7495977919265948,0.18595795352365282,0.012712699523506876,67.14696090881564,3958,1925.9523065083172,4,2
Pearl Millet,Teff,Quinoa,0.26002362701675824,0.015094638806321075,0.33118948513215707,0.3936922490447637,0.19355663044816368,0.34057054372352513,0.00351788227954987,0.46235494354876144,59.48702849656587,1069,3047.5846638181415,1,1
Teff,Pearl Millet,Fonio,0.16278814818580006,0.43026021417216137,0.26249559698527514,0.14445604065676343,0.6325030155928008,0.17573031468133052,0.13292481429692443,0.058841855428944226,31.609830681209694,2839,1894.101009383845,8,3
Pearl Millet,Finger Millet,Amaranth,0.27583062573855516,0.01573991241402937,0.20612830829477544,0.50230115355264,0.12143322818324186,0.5346464160871779,0.033777909559108754,0.3101424461704714,43.560882993971774,795,1330.5245831572984,10,2
Pearl Millet,Teff,Pearl Millet,0.1670438710957725,0.0945651251713675,0.1491820209483175,0.5892089827845424,0.47201222222250394,0.019019573424446653,0.3124457964352078,0.1965224079178415,38.933993686274576,1417,4535.901479947425,4,8
Teff,Pearl Millet,Fonio,0.008587953873653308,0.04829520766222819,0.8738030995979387,0.06931373886617975,0.40515914228412814,0.10179346596623737,0.3915415119715234,0.10150587977811111,41.75657201801688,4856,4636.681098960295,9,6
Finger Millet,Pearl Millet,Pearl Millet,0.6606892203754184,0.12135287872280358,0.015805748192096344,0.20215215270968162,0.056364159140595164,0.4446811792355773,0.3355790228989559,0.16337563872487154,60.61430910337206,4422,4366.285029473926,6,1
Pearl Millet,Teff,Amaranth,0.5383989468788092,0.0359319943624803,0.3335886576802934,0.092080401078417,0.25430515831472034,0.044897701642640266,0.3044306201345804,0.396366519908059,54.762469043977966,2076,1337.8642461129343,4,8
Pearl Millet,Teff,Amaranth,0.5058143821754382,0.21545198264351068,0.2476286498685074,0.031104985312543992,0.07453136850479886,0.08587388052830555,0.6542826478256344,0.1853121031412614,53.6578616517064,3219,4691.641379114509,2,9
Pearl Millet,Finger Millet,Amaranth,0.14014117017146607,0.7985047132266557,0.00806548888877006,0.0532886277131081,0.28889427958839836,0.026008033959771092,0.6710930619260144,0.01400462452581618,37.23386893830702,3365,4203.156553694929,9,3
Teff,Finger Millet,Sorghum,0.20156021561761164,0.452484004330775,0.23350674893152706,0.1124490311200862,0.010053020630353859,0.3767696826683631,0.3663256974907984,0.2468515992104848,33.27090297470277,2057,4690.918950198053,8,2
Finger Millet,Finger Millet,Quinoa,0.06167797703251811,0.10370022337477812,0.24378784678308837,0.5908339528096154,0.15748140579594855,0.8121532237773137,0.02669924509574811,0.0036661253309895115,49.73376766194813,4587,1852.7377520988339,6,6
Finger Millet,Pearl Millet,Amaranth,0.7750804814860495,0.11609016018469825,0.06033201985870645,0.04849733847054579,0.1800108728506219,0.5479506965254687,0.1760176042322863,0.09602082639162308,58.514114964298166,2601,2456.6743464893816,4,8
Pearl Millet,Teff,Buckwheat,0.09340535431508952,0.0832921088981324,0.44777500300594386,0.3755275337808343,0.4385374902897281,0.5110447529196535,0.015335081125191169,0.03508267566542736,58.660311825161315,890,1309.3534323678853,5,8
Teff,Pearl Millet,Buckwheat,0.13352886118970445,0.4342325796283632,0.10762015795347607,0.32461840122845625,0.0027903427207979898,0.04289161170875325,0.8524124584410327,0.10190558712941604,34.66784724225398,1214,1482.566426116382,4,9
Finger Millet,Pearl Millet,Teff,0.010069797372478439,0.6446101034213972,0.1914382452375889,0.15388185396853565,0.12472003710638081,0.0019131451170560116,0.7980559860020362,0.07531083177452678,46.853146693976065,3589,1441.2349006061306,6,9
Finger Millet,Pearl Millet,Sorghum,0.29679331546601995,0.17934248651238785,0.29419827391422676,0.2296659241073655,0.18584279190942896,0.1054402484217789,0.1285270226093768,0.5801899370594155,39.84484864172322,2644,4369.173063534792,9,3
Teff,Finger Millet,Sorghum,0.1868471214369584,0.3530058855709959,0.3686489023167147,0.09149809067533088,0.18157085039413112,0.516900098336523,0.09824423264446715,0.20328481862487877,47.31410931611605,2803,1543.4232000843435,9,7
Teff,Finger Millet,Amaranth,0.18346553933663565,0.16837298424121647,0.38055382006330074,0.26760765635884715,0.03129872718755017,0.3220423225633433,0.015058782847116453,0.6316001674019902,37.679998658131936,4513,4648.985935103838,1,4
Pearl Millet,Teff,Quinoa,0.09848092914678701,0.7875137203635236,0.07080240223967685,0.04320294825001271,0.0664855639451535,0.2627056584235365,0.40426397947193615,0.2665447981593738,61.86964984681483,2242,4323.583593063926,5,7
Pearl Millet,Teff,Fonio,0.025321397143785063,0.048107290494019794,0.5531263708087455,0.3734449415534495,0.09854545519190955,0.562687690484198,0.10221924770197792,0.23654760662191457,55.63321843295056,1284,4282.841746131819,7,10
Pearl Millet,Finger Millet,Amaranth,0.028320475275048322,0.3081537927475561,0.16942627223660123,0.49409945974079433,0.42375350377773063,0.15626974115407127,0.28674592845342683,0.13323082661477123,39.01236039799877,4457,4573.054932429739,4,10
Pearl Millet,Pearl Millet,Teff,0.0885979524384311,0.21231278410053717,0.14461285521854944,0.5544764082424822,0.3423765187098765,0.019162076532490878,0.3333644514612416,0.3050969532963911,42.98613446783471,4904,2752.4639058416406,4,7
Teff,Finger Millet,Quinoa,0.14415472502783153,0.6446009855520431,0.09320096222452948,0.11804332719559575,0.12305956084517383,0.02459111787383488,0.05691934799704891,0.7954299732839424,62.77735930552844,3078,1438.5386337241148,2,7
Teff,Pearl Millet,Teff,0.08335428381025434,0.1280762329391128,0.4412300913420018,0.3473393919086311,0.2777683719425672,0.12772611019587077,0.19187400319617598,0.40263151466538605,36.83897916872133,2249,4787.550376429423,3,2
Teff,Teff,Finger Millet,0.012028608493171689,0.5823092128152074,0.03917460602580307,0.3664875726658179,0.09701648076524426,0.7544885070100658,0.1201554846804071,0.028339527544282837,61.69812016219335,4345,2040.2140673404635,3,2
Teff,Teff,Finger Millet,0.12624452032731098,0.0782928736867266,0.3166034266267539,0.4788591793592086,0.2419233128215577,0.06256167420403243,0.13797897832610378,0.557536034648306,34.917435024328455,2917,4256.856591222302,2,6
Teff,Finger Millet,Fonio,0.42370626489839025,0.02483964785633235,0.3508264528562141,0.20062763438906325,0.13543592707992885,0.5174020085782958,0.26450816164132057,0.0826539027004548,47.676184518390656,1507,2056.687850558974,10,7
Finger Millet,Teff,Teff,0.020169807650493404,0.03202517745493118,0.7066000996599576,0.24120491523461776,0.07295098912676458,0.0639419569456558,0.5654742015153968,0.2976328524121826,68.35631921218733,1869,2687.7355965526976,3,7
Pearl Millet,Teff,Quinoa,0.012605630698115744,0.16915049847483857,0.4348474074153989,0.38339646341164674,0.16046042611873743,0.10920319516947434,0.6223076596135811,0.10802871909820715,59.82869761602971,567,1208.170291225738,10,9
Finger Millet,Finger Millet,Amaranth,0.13237564051756376,0.09419466697852209,0.28496819553670355,0.48846149696721053,0.4192127797139832,0.14542342684146783,0.36119941197968936,0.0741643814648597,64.16856157927799,4415,4091.9528755944175,8,3
Finger Millet,Teff,Quinoa,0.013133456932631026,0.13780170611328418,0.45528987740397614,0.3937749595501088,0.17766312866847553,0.3133900583288937,0.3841195286632513,0.12482728433937941,35.92238431718557,1254,2310.293410892693,7,8
Teff,Teff,Amaranth,0.24467306288554772,0.08419545932498268,0.02457599702506194,0.6465554807644076,0.007319735904137342,0.17344712142566124,0.10405614347114865,0.7151769991990528,62.81976165168323,1939,1473.343322304888,10,1
Pearl Millet,Teff,Finger Millet,0.26823794059904155,0.13349507452210108,0.4195207432984446,0.17874624158041283,0.09360909142268123,0.4131156341965316,0.186930725052898,0.30634454932788907,38.38552139514525,1776,1684.6828860705832,8,4
Teff,Teff,Amaranth,0.3456232484815009,0.277305713458172,0.08808923798952867,0.28898180007079854,0.20241066626222204,0.017248165601976822,0.5107210532231816,0.2696201149126196,44.189507794020024,4615,1357.3774235095416,1,10
